timestamp,threshold,hits_0-5min,hits_5-10min,hits_10-15min,hits_15-30min,hits_30-60min,hits_60+min,pct_0-5min,pct_5-10min,pct_10-15min,pct_15-30min,pct_30-60min,pct_60+min
2026-01-04T10:07:30.935Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:07:30.935Z,0.98,61,55,40,0,0,0,39.10,35.26,25.64,0.00,0.00,0.00
2026-01-04T10:07:30.935Z,0.985,61,55,40,0,0,0,39.10,35.26,25.64,0.00,0.00,0.00
2026-01-04T10:07:30.935Z,0.99,118,125,120,1,0,0,32.42,34.34,32.97,0.27,0.00,0.00
2026-01-04T10:07:30.935Z,0.995,119,125,120,1,0,0,32.60,34.25,32.88,0.27,0.00,0.00
2026-01-04T10:08:30.935Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:08:30.935Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:08:30.935Z,0.98,61,55,40,0,0,0,39.10,35.26,25.64,0.00,0.00,0.00
2026-01-04T10:08:30.935Z,0.985,61,55,40,0,0,0,39.10,35.26,25.64,0.00,0.00,0.00
2026-01-04T10:08:30.935Z,0.99,118,126,120,1,0,0,32.33,34.52,32.88,0.27,0.00,0.00
2026-01-04T10:08:30.935Z,0.995,119,126,120,1,0,0,32.51,34.43,32.79,0.27,0.00,0.00
2026-01-04T10:09:30.936Z,0.9,0,1,0,0,0,0,0.00,100.00,0.00,0.00,0.00,0.00
2026-01-04T10:09:30.936Z,0.95,11,2,3,0,0,0,68.75,12.50,18.75,0.00,0.00,0.00
2026-01-04T10:09:30.936Z,0.98,61,55,40,0,0,0,39.10,35.26,25.64,0.00,0.00,0.00
2026-01-04T10:09:30.936Z,0.985,61,55,40,0,0,0,39.10,35.26,25.64,0.00,0.00,0.00
